human	occupation
2628	703534
2628	1125062
2628	1250916
2628	1397808
2628	1414937
2628	3242115
2628	4991371
2628	11499147
2628	15253558
2628	24229398
2632	28389
2632	33999
2632	36180
2632	36834
2632	43845
2632	131524
2632	177220
2632	327055
2632	386854
2632	482980
2632	483501
2632	488205
2632	639669
2632	702269
2632	753110
2632	855091
2632	978044
2632	1028181
2632	1251441
2632	1278335
2632	1414443
2632	2405480
2632	2462658
2632	2500638
2632	2526255
2632	2643890
2632	3282637
2632	3391743
2632	3455803
2632	4351403
2632	7042855
2632	10800557
2632	13235160
2632	15980804
2632	24229398
2632	25713832
2643	901
2643	18805
2643	33999
2643	36180
2643	36834
2643	43845
2643	49757
2643	131524
2643	177220
2643	183945
2643	327055
2643	482980
2643	483501
2643	488205
2643	584301
2643	639669
2643	702269
2643	753110
2643	855091
2643	864380
2643	864503
2643	1278335
2643	1415090
2643	1650915
2643	2374149
2643	2500638
2643	2643890
2643	3140857
2643	3282637
2643	10800557
2643	13235160
2643	15980158
2643	15980804
2643	18814623
2643	20826540
2643	24229398
2646	82955
2646	327055
2646	702269
2646	24229398
2655	327055
2655	2873500
2655	11900058
2655	22813352
2655	24229398
2655	30093123
2667	47064
2667	82955
2667	327055
2667	702269
2667	703534
2667	1250916
2667	1414937
2667	4991371
2667	24229398
2673	28389
2673	33999
2673	36180
2673	43845
2673	131524
2673	327055
2673	465501
2673	482980
2673	483501
2673	702269
2673	713200
2673	1414937
2673	2066131
2673	2500638
2673	3282637
2673	9017214
2673	10798782
2673	10800557
2673	11124885
2673	13235160
2673	13382533
2673	15980804
2673	24229398
2673	50995749
2677	82955
2677	327055
2677	372436
2677	702269
2677	24229398
2680	33999
2680	36180
2680	43845
2680	131524
2680	177220
2680	327055
2680	482980
2680	483501
2680	639669
2680	702269
2680	2405480
2680	2500638
2680	2643890
2680	3282637
2680	3427922
2680	8246794
2680	10798782
2680	10800557
2680	13235160
2680	15980804
2680	24229398
2680	47541952
2685	33999
2685	36180
2685	43845
2685	47064
2685	82955
2685	131524
2685	160117
2685	327055
2685	482980
2685	483501
2685	702269
2685	703534
2685	864380
2685	978044
2685	1250916
2685	1251441
2685	1414937
2685	2066131
2685	2462658
2685	2500638
2685	2526255
2685	3282637
2685	3427922
2685	3455803
2685	4991371
2685	7623231
2685	10800557
2685	13235160
2685	15980158
2685	15980804
2685	18814623
2685	24229398
2685	25713832
2685	50995749
2709	28640
2709	33231
2709	33999
2709	36180
2709	130857
2709	177220
2709	192581
2709	211236
2709	327055
2709	482980
2709	483501
2709	488111
2709	639669
2709	702269
2709	852857
2709	1630100
2709	1885941
2709	2045208
2709	2500638
2709	2643890
2709	3286043
2709	3391743
2709	4610556
2709	6958747
2709	10798782
2709	10800557
2709	15980804
2709	24229398
2709	27943370
2732	33999
2732	327055
2732	483501
2732	488111
2732	702269
2732	852857
2732	1630100
2732	2500638
2732	3286043
2732	4610556
2732	10800557
2732	24229398
2732	27943370
2737	28389
2737	33999
2737	36180
2737	43845
2737	131524
2737	245068
2737	327055
2737	482980
2737	483501
2737	486748
2737	639669
2737	702269
2737	713200
2737	978044
2737	1075651
2737	1251441
2737	1278335
2737	2259451
2737	2405480
2737	2462658
2737	2500638
2737	2526255
2737	3282637
2737	3455803
2737	10798782
2737	10800557
2737	11481802
2737	13235160
2737	15980804
2737	24229398
2737	25713832
2750	33999
2750	36180
2750	36834
2750	49757
2750	177220
2750	245068
2750	327055
2750	482980
2750	483501
2750	639669
2750	702269
2750	713200
2750	753110
2750	2259451
2750	2500638
2750	2643890
2750	10800557
2750	24229398
2754	28640
2754	33999
2754	36180
2754	192581
2754	245068
2754	327055
2754	482980
2754	483501
2754	702269
2754	713200
2754	1930187
2754	2500638
2754	6430706
2754	6625963
2754	6958747
2754	15980158
2754	15980804
2754	24229398
2757	28640
2757	33999
2757	37226
2757	40348
2757	43845
2757	82955
2757	185351
2757	192581
2757	327055
2757	483501
2757	702269
2757	974144
2757	1622272
2757	3400985
2757	4359236
2757	5428874
2757	6958747
2757	8359428
2757	10800557
2757	11499147
2757	15253558
2757	15627169
2757	20826540
2757	24229398
2767	28640
2767	47064
2767	82955
2767	189290
2767	192581
2767	327055
2767	702269
2767	703534
2767	1250916
2767	1414937
2767	4164871
2767	6958747
2767	24229398
2767	61022630
2791	47064
2791	82955
2791	212948
2791	327055
2791	702269
2791	703534
2791	1097498
2791	1125062
2791	1250916
2791	1251441
2791	1397808
2791	1414937
2791	3242115
2791	4164871
2791	4991371
2791	11499147
2791	15253558
2791	24229398
2808	33999
2808	36834
2808	177220
2808	327055
2808	482980
2808	483501
2808	486748
2808	488205
2808	639669
2808	702269
2808	753110
2808	855091
2808	1021386
2808	1075651
2808	1278335
2808	1476215
2808	2500638
2808	2643890
2808	10800557
2808	11499147
2808	15253558
2808	24229398
2808	55960555
2831	28389
2831	33999
2831	36180
2831	36834
2831	43845
2831	49757
2831	131524
2831	177220
2831	183945
2831	327055
2831	482980
2831	483501
2831	488205
2831	639669
2831	702269
2831	713200
2831	753110
2831	864380
2831	978044
2831	1251441
2831	2462658
2831	2490358
2831	2500638
2831	2526255
2831	2643890
2831	3455803
2831	4887411
2831	5716684
2831	8359428
2831	10800557
2831	11499147
2831	12362622
2831	13235160
2831	15253558
2831	15980158
2831	18814623
2831	24229398
2831	25713832
2831	55960555
2866	901
2866	28640
2866	36180
2866	37226
2866	47064
2866	82955
2866	188094
2866	192581
2866	201788
2866	327055
2866	482980
2866	483501
2866	702269
2866	703534
2866	974144
2866	1250916
2866	1414937
2866	1650915
2866	2500638
2866	6958747
2866	15319501
2866	15980158
2866	16727193
2866	20826540
2866	24229398
2908	28640
2908	36180
2908	49757
2908	192581
2908	254651
2908	327055
2908	373021
2908	482980
2908	483501
2908	702269
2908	864380
2908	1930187
2908	2095549
2908	2500638
2908	4853732
2908	6625963
2908	6958747
2908	11774202
2908	15980158
2908	15980804
2908	18814623
2908	23640580
2908	24229398
2972	901
2972	327055
2972	483501
2972	702269
2972	901402
2972	1650915
2972	2500638
2972	2873500
2972	11424604
2972	11900058
2972	20826540
2972	22813352
2972	24229398
2972	30093123
2998	81096
2998	254651
2998	327055
2998	373021
2998	2095549
2998	23640580
2998	24229398
3008	36834
3008	43845
3008	131524
3008	177220
3008	183945
3008	327055
3008	482980
3008	483501
3008	639669
3008	702269
3008	753110
3008	855091
3008	1278335
3008	2500638
3008	2643890
3008	13235160
3008	24229398
3034	40348
3034	82955
3034	185351
3034	327055
3034	702269
3034	24229398
3036	28640
3036	36834
3036	37226
3036	43845
3036	158852
3036	192581
3036	327055
3036	482980
3036	483501
3036	639669
3036	702269
3036	713200
3036	974144
3036	978044
3036	1076502
3036	1162163
3036	1198887
3036	1251441
3036	1622272
3036	2462658
3036	2500638
3036	3400985
3036	4359236
3036	5428874
3036	6958747
3036	20826540
3036	24229398
3036	25713832
3044	116
3044	48352
3044	82955
3044	294414
3044	327055
3044	372436
3044	482980
3044	483501
3044	702269
3044	1097498
3044	1251441
3044	2304859
3044	2500638
3044	4164871
3044	24229398
3048	28640
3048	36180
3048	49757
3048	82955
3048	192581
3048	327055
3048	482980
3048	483501
3048	702269
3048	1650915
3048	1930187
3048	2500638
3048	4964182
3048	6958747
3048	15980804
3048	16727193
3048	20826540
3048	24229398
3090	82955
3090	327055
3090	702269
3090	24229398
3095	28640
3095	37226
3095	43845
3095	192581
3095	327055
3095	483501
3095	702269
3095	974144
3095	1622272
3095	1650915
3095	2500638
3095	3400985
3095	4359236
3095	5428874
3095	6958747
3095	14467526
3095	16727193
3095	20826540
3095	24229398
3095	30102337
3098	47064
3098	327055
3098	703534
3098	1250916
3098	1414937
3098	4991371
3098	24229398
3099	327055
3099	483501
3099	702269
3099	1281618
3099	1294787
3099	1391344
3099	2500638
3099	2588761
3099	3391743
3099	24229398
3101	327055
3101	702269
3101	978044
3101	1162163
3101	1251441
3101	2462658
3101	2961975
3101	24229398
3101	25713832
3102	36180
3102	327055
3102	482980
3102	483501
3102	702269
3102	2500638
3102	6625963
3102	24229398
3112	378622
3112	2066131
3112	10349745
3112	23640580
3112	24229398
3112	30339659
3112	50995749
3121	212238
3121	327055
3121	384593
3121	572700
3121	702269
3121	703534
3121	978044
3121	1162163
3121	1251441
3121	2462658
3121	6503343
3121	16532929
3121	24229398
3121	25713832
3121	80363469
3128	45199
3128	81096
3128	327055
3128	378622
3128	482980
3128	483501
3128	702269
3128	2066131
3128	2500638
3128	2873500
3128	10349745
3128	11900058
3128	22813352
3128	23640580
3128	24229398
3128	30093123
3128	30339659
3128	50995749
3137	131512
3137	327055
3137	378622
3137	2066131
3137	10349745
3137	23640580
3137	24229398
3137	30339659
3137	50995749
